order_date,order_year,order_month,item_category,order_count,item_count,promo_item_count,cust_count,avg_item_revenue,avg_distance,average_item_rate,promo_item_percentage
2023-04-02,2023,4,"Cheese Crackers, Breadsticks & Dipping",6,6,0,6,2.86,2574.17,1,0
2023-04-02,2023,4,Other Confectionary,82,82,0,75,5.09,3543.46,1.09,0
2023-04-02,2023,4,Crisp & Snacks,101,107,0,74,3.39,3143.12,1.45,0
2023-04-02,2023,4,Chocolate & Sweet Spreads,2,2,0,2,2.48,1933.5,1,0
2023-04-02,2023,4,Cookies,14,15,0,14,2.5,3003.07,1.07,0
2023-04-02,2023,4,null,37,39,0,32,null,3629.26,1.22,0
2023-04-02,2023,4,Chocolate,43,47,0,36,2.29,3323.89,1.31,0
2023-04-02,2023,4,"Toffee, Fudge & Nougat",1,1,0,1,1.96,7130,1,0
2023-04-03,2023,4,Other Confectionary,65,65,0,60,5.14,3516.69,1.08,0
2023-04-03,2023,4,Crisp & Snacks,105,121,0,90,3.21,3480.36,1.34,0
2023-04-03,2023,4,"Cheese Crackers, Breadsticks & Dipping",10,10,3,10,2.71,3120.1,1,0.3
2023-04-03,2023,4,Cookies,9,12,0,8,1.84,2664.67,1.5,0
2023-04-03,2023,4,Chocolate,13,16,0,11,2.71,3017.63,1.45,0
2023-04-03,2023,4,null,38,38,17,34,null,4151.92,1.12,0.45
2023-04-03,2023,4,Chocolate & Sweet Spreads,2,2,0,2,3.1,2246,1,0
2023-04-04,2023,4,Other Confectionary,62,62,0,54,6.68,3425.32,1.15,0
2023-04-04,2023,4,Crisp & Snacks,166,187,0,140,3.17,3658.33,1.34,0
2023-04-04,2023,4,Chocolate & Sweet Spreads,4,4,0,4,2.79,2173.5,1,0
2023-04-04,2023,4,null,43,46,17,35,null,3092.83,1.31,0.37
2023-04-04,2023,4,Chocolate,18,20,0,18,2.16,4529.9,1.11,0
2023-04-04,2023,4,"Cheese Crackers, Breadsticks & Dipping",19,20,3,15,2.87,2231.25,1.33,0.15
2023-04-04,2023,4,"Toffee, Fudge & Nougat",3,3,0,3,3.01,6560,1,0
2023-04-04,2023,4,Cookies,11,11,0,9,1.89,3128.64,1.22,0
2023-04-05,2023,4,Crisp & Snacks,151,166,0,132,3.35,3177.97,1.26,0
2023-04-05,2023,4,Chocolate,24,27,0,23,2.23,3865.78,1.17,0
2023-04-05,2023,4,null,49,55,27,46,null,2857,1.2,0.49
2023-04-05,2023,4,"Toffee, Fudge & Nougat",3,3,0,2,2.82,3486,1.5,0
2023-04-05,2023,4,"Cheese Crackers, Breadsticks & Dipping",18,18,2,17,2.82,2784.06,1.06,0.11
2023-04-05,2023,4,Cookies,17,19,0,16,1.73,3767.16,1.19,0
2023-04-05,2023,4,Other Confectionary,64,64,0,60,5.17,3986.53,1.07,0
2023-04-06,2023,4,Other Confectionary,73,73,0,69,5.67,3061.52,1.06,0
2023-04-06,2023,4,null,41,43,19,40,null,3505.26,1.08,0.44
2023-04-06,2023,4,Cookies,16,20,0,9,1.74,2782.7,2.22,0
2023-04-06,2023,4,Chocolate & Sweet Spreads,5,5,0,5,4.14,3840.2,1,0
2023-04-06,2023,4,Crisp & Snacks,123,134,0,105,3.17,3832.57,1.28,0
2023-04-06,2023,4,Chocolate,30,34,0,29,3.11,3269.88,1.17,0
2023-04-06,2023,4,"Cheese Crackers, Breadsticks & Dipping",14,14,2,11,3.09,3996.07,1.27,0.14
2023-04-07,2023,4,"Toffee, Fudge & Nougat",2,2,0,2,3.92,1720.5,1,0
2023-04-07,2023,4,"Cheese Crackers, Breadsticks & Dipping",3,4,1,3,2.89,1571.25,1.33,0.25
2023-04-07,2023,4,Crisp & Snacks,69,77,0,62,3.05,3093.05,1.24,0
2023-04-07,2023,4,Chocolate,26,30,0,25,2.76,3928.4,1.2,0
2023-04-07,2023,4,Other Confectionary,75,75,0,69,4.54,3099.47,1.09,0
2023-04-07,2023,4,Chocolate & Sweet Spreads,2,2,0,2,3.61,1648.5,1,0
2023-04-07,2023,4,null,23,25,6,21,null,2583.36,1.19,0.24
2023-04-07,2023,4,Cookies,16,16,0,13,2.29,4903.31,1.23,0
2023-04-08,2023,4,Chocolate,26,31,0,23,2.79,3541.06,1.35,0
2023-04-08,2023,4,Crisp & Snacks,90,108,0,82,3.07,3887.17,1.32,0
2023-04-08,2023,4,Other Confectionary,57,57,0,52,4.51,3375.07,1.1,0
2023-04-08,2023,4,null,22,24,9,22,null,2814,1.09,0.38
2023-04-08,2023,4,Cookies,9,9,0,9,1.86,1671.33,1,0
2023-04-08,2023,4,"Cheese Crackers, Breadsticks & Dipping",6,6,4,6,3.1,4045.33,1,0.67
2023-04-09,2023,4,null,36,36,0,34,null,3390.17,1.06,0
2023-04-09,2023,4,Chocolate,29,34,0,23,2.37,2553.74,1.48,0
2023-04-09,2023,4,Crisp & Snacks,95,107,0,90,3.33,3021.92,1.19,0
2023-04-09,2023,4,Other Confectionary,57,57,0,49,5.39,3637.74,1.16,0
2023-04-09,2023,4,"Cheese Crackers, Breadsticks & Dipping",8,8,0,8,2.96,1911,1,0
2023-04-09,2023,4,Cookies,6,6,0,6,2.45,1601.5,1,0
2023-04-09,2023,4,"Toffee, Fudge & Nougat",1,1,0,1,6.28,1146,1,0
2023-04-10,2023,4,null,38,40,0,36,null,3726.9,1.11,0
2023-04-10,2023,4,"Toffee, Fudge & Nougat",2,2,0,2,1.96,4380.5,1,0
2023-04-10,2023,4,Chocolate,23,25,1,20,2.16,4805.24,1.25,0.04
2023-04-10,2023,4,Crisp & Snacks,145,164,3,125,3.15,3438.69,1.31,0.02
2023-04-10,2023,4,Chocolate & Sweet Spreads,2,2,0,1,4.93,1830,2,0
2023-04-10,2023,4,Other Confectionary,66,66,0,57,5.52,3544.2,1.16,0
2023-04-10,2023,4,"Cheese Crackers, Breadsticks & Dipping",13,13,0,13,3.12,3098.77,1,0
2023-04-10,2023,4,Cookies,11,12,0,11,2.26,4091.08,1.09,0
2023-04-11,2023,4,"Cheese Crackers, Breadsticks & Dipping",16,16,0,14,2.97,4086.25,1.14,0
2023-04-11,2023,4,Cookies,9,10,0,8,2.27,2390.6,1.25,0
2023-04-11,2023,4,Chocolate,20,21,0,20,2.21,3516.24,1.05,0
2023-04-11,2023,4,null,62,67,0,55,null,3378.82,1.22,0
2023-04-11,2023,4,Other Confectionary,35,35,0,35,5.44,3397.46,1,0
2023-04-11,2023,4,Crisp & Snacks,150,166,3,133,3.24,3691.04,1.25,0.02
2023-04-11,2023,4,"Toffee, Fudge & Nougat",1,1,0,1,1.96,7130,1,0
2023-04-11,2023,4,Chocolate & Sweet Spreads,2,2,0,2,4.27,1941,1,0
2023-04-12,2023,4,"Toffee, Fudge & Nougat",1,1,0,1,4.34,1446,1,0
2023-04-12,2023,4,"Cheese Crackers, Breadsticks & Dipping",4,4,0,3,2.84,3203.5,1.33,0
2023-04-12,2023,4,null,33,33,0,29,null,3459.27,1.14,0
2023-04-12,2023,4,Other Confectionary,49,49,0,44,5.11,3857.31,1.11,0
2023-04-12,2023,4,Cookies,10,11,0,10,2.28,2826,1.1,0
2023-04-12,2023,4,Chocolate,12,12,0,12,1.84,3296.83,1,0
2023-04-12,2023,4,Crisp & Snacks,87,96,2,77,2.94,3169.45,1.25,0.02
2023-04-12,2023,4,Chocolate & Sweet Spreads,5,7,0,3,5.27,2667.71,2.33,0
2023-04-13,2023,4,Chocolate & Sweet Spreads,2,2,0,2,4.79,3050.5,1,0
2023-04-13,2023,4,Chocolate,22,23,3,21,2.45,3447.61,1.1,0.13
2023-04-13,2023,4,Other Confectionary,63,63,0,57,4.61,2861.16,1.11,0
2023-04-13,2023,4,Crisp & Snacks,110,121,3,100,2.92,3841.33,1.21,0.02
2023-04-13,2023,4,null,54,54,0,47,null,2930.5,1.15,0
2023-04-13,2023,4,Cookies,10,11,0,10,1.91,4602.55,1.1,0
2023-04-13,2023,4,"Cheese Crackers, Breadsticks & Dipping",13,13,0,12,2.76,2415.92,1.08,0
2023-04-13,2023,4,"Toffee, Fudge & Nougat",1,1,0,1,3.14,1370,1,0
2023-04-14,2023,4,Chocolate,23,23,1,22,2.64,2174.43,1.05,0.04
2023-04-14,2023,4,Crisp & Snacks,93,107,1,82,3.59,3495.2,1.3,0.01
2023-04-14,2023,4,null,42,42,0,38,null,3537.1,1.11,0
2023-04-14,2023,4,Cookies,22,22,0,17,2.02,3935.73,1.29,0
2023-04-14,2023,4,Other Confectionary,87,87,0,71,4.68,3721.38,1.23,0
2023-04-14,2023,4,"Cheese Crackers, Breadsticks & Dipping",11,12,0,7,4.12,2748.83,1.71,0
2023-04-14,2023,4,Chocolate & Sweet Spreads,5,5,0,5,3.69,2809.6,1,0
2023-04-15,2023,4,Cookies,10,11,0,8,1.76,4141.64,1.38,0
2023-04-15,2023,4,"Cheese Crackers, Breadsticks & Dipping",4,4,0,4,2.99,3585,1,0
2023-04-15,2023,4,Crisp & Snacks,76,85,3,70,3,3401.39,1.21,0.04
2023-04-15,2023,4,Other Confectionary,73,73,0,65,4.67,3275.7,1.12,0
2023-04-15,2023,4,null,26,26,0,24,null,4308.62,1.08,0
2023-04-15,2023,4,Chocolate & Sweet Spreads,3,3,0,3,4.05,1571.67,1,0
2023-04-15,2023,4,Chocolate,31,32,1,26,2.35,2969.81,1.23,0.03
2023-04-15,2023,4,"Toffee, Fudge & Nougat",2,2,0,2,4.12,1388.5,1,0
2023-04-16,2023,4,Chocolate,32,54,0,25,3.96,2116.09,2.16,0
2023-04-16,2023,4,Cookies,20,34,0,12,2.43,2047.79,2.83,0
2023-04-16,2023,4,"Toffee, Fudge & Nougat",1,1,0,1,15.7,1458,1,0
2023-04-16,2023,4,Crisp & Snacks,62,69,0,55,2.83,3581.45,1.25,0
2023-04-16,2023,4,Chocolate & Sweet Spreads,2,2,0,2,2.49,5576.5,1,0
2023-04-16,2023,4,Other Confectionary,70,70,0,58,5.11,2860.43,1.21,0
2023-04-16,2023,4,null,37,39,0,29,null,3142.49,1.34,0
2023-04-16,2023,4,"Cheese Crackers, Breadsticks & Dipping",7,7,0,7,3.08,3679.14,1,0
2023-04-17,2023,4,null,33,35,0,27,null,4503.2,1.3,0
2023-04-17,2023,4,Other Confectionary,63,63,0,52,4.67,3626.83,1.21,0
2023-04-17,2023,4,"Cheese Crackers, Breadsticks & Dipping",11,11,0,11,3.37,2874.18,1,0
2023-04-17,2023,4,Chocolate,30,30,3,26,2.29,3439.33,1.15,0.1
2023-04-17,2023,4,Chocolate & Sweet Spreads,4,4,1,3,3.38,3940,1.33,0.25
2023-04-17,2023,4,Cookies,15,16,0,12,1.76,1961.25,1.33,0
2023-04-17,2023,4,Crisp & Snacks,103,111,0,91,3.17,3389.1,1.22,0
2023-04-17,2023,4,"Toffee, Fudge & Nougat",1,1,0,1,3.14,1896,1,0
2023-04-18,2023,4,null,53,60,0,40,null,4439.78,1.5,0
2023-04-18,2023,4,Other Confectionary,38,38,0,37,6.15,3303.95,1.03,0
2023-04-18,2023,4,Chocolate,19,21,2,17,2.69,3153.38,1.24,0.1
2023-04-18,2023,4,Chocolate & Sweet Spreads,2,2,0,2,1.36,4078.5,1,0
2023-04-18,2023,4,"Cheese Crackers, Breadsticks & Dipping",12,12,0,12,2.84,3359.42,1,0
2023-04-18,2023,4,Crisp & Snacks,148,177,0,119,3.12,4249.81,1.49,0
2023-04-18,2023,4,Cookies,9,9,0,8,2.21,3340.11,1.13,0
2023-04-19,2023,4,Cookies,9,9,0,9,2.35,2651.33,1,0
2023-04-19,2023,4,Other Confectionary,48,48,0,42,5.22,3702.04,1.14,0
2023-04-19,2023,4,Crisp & Snacks,131,147,0,119,3.03,3219.34,1.24,0
2023-04-19,2023,4,null,51,54,0,45,null,2776.93,1.2,0
2023-04-19,2023,4,"Cheese Crackers, Breadsticks & Dipping",20,23,0,19,2.97,3575.57,1.21,0
2023-04-19,2023,4,Chocolate,28,29,1,24,3.32,3612.66,1.21,0.03
2023-04-19,2023,4,Chocolate & Sweet Spreads,5,5,2,5,3.89,4505.4,1,0.4
2023-04-19,2023,4,"Toffee, Fudge & Nougat",1,1,0,1,3.14,1023,1,0
2023-04-20,2023,4,"Toffee, Fudge & Nougat",2,2,0,2,2.59,4959,1,0
2023-04-20,2023,4,Other Confectionary,59,59,0,51,5.04,3650.32,1.16,0
2023-04-20,2023,4,Crisp & Snacks,111,120,0,98,2.72,3493.17,1.22,0
2023-04-20,2023,4,null,36,39,0,32,null,3501.18,1.22,0
2023-04-20,2023,4,Chocolate,17,19,1,17,2.39,3835.63,1.12,0.05
2023-04-20,2023,4,"Cheese Crackers, Breadsticks & Dipping",6,6,0,6,2.94,3181.17,1,0
2023-04-20,2023,4,Cookies,4,6,0,4,2.19,1951.83,1.5,0
2023-04-20,2023,4,Chocolate & Sweet Spreads,8,9,1,7,3.52,2913.44,1.29,0.11
2023-04-21,2023,4,"Cheese Crackers, Breadsticks & Dipping",5,6,0,5,3.03,5085.67,1.2,0
2023-04-21,2023,4,null,30,31,0,24,null,4369.58,1.29,0
2023-04-21,2023,4,Chocolate,31,36,0,28,2.4,3406.69,1.29,0
2023-04-21,2023,4,Other Confectionary,83,83,0,72,5.07,3232.37,1.15,0
2023-04-21,2023,4,Crisp & Snacks,75,81,0,62,2.87,3534.17,1.31,0
2023-04-21,2023,4,Chocolate & Sweet Spreads,6,6,1,4,4.06,4275,1.5,0.17
2023-04-21,2023,4,Cookies,13,14,0,12,1.87,2924.29,1.17,0
2023-04-22,2023,4,Cookies,9,9,0,9,1.65,2757.44,1,0
2023-04-22,2023,4,"Cheese Crackers, Breadsticks & Dipping",2,2,0,2,3.27,3846.5,1,0
2023-04-22,2023,4,Chocolate & Sweet Spreads,2,2,2,1,4.93,1594,2,1
2023-04-22,2023,4,Crisp & Snacks,56,60,0,51,2.75,3527.42,1.18,0
2023-04-22,2023,4,null,28,29,0,25,null,4150.1,1.16,0
2023-04-22,2023,4,Other Confectionary,69,69,0,63,4.16,3255.77,1.1,0
2023-04-22,2023,4,Chocolate,23,26,0,21,2.45,3983.54,1.24,0
2023-04-22,2023,4,"Toffee, Fudge & Nougat",1,1,0,1,3.19,4790,1,0
2023-04-23,2023,4,Cookies,15,15,0,13,2.42,3892.93,1.15,0
2023-04-23,2023,4,Other Confectionary,64,64,0,60,5.06,3252.81,1.07,0
2023-04-23,2023,4,Chocolate,22,23,0,20,2.41,2777.39,1.15,0
2023-04-23,2023,4,Chocolate & Sweet Spreads,5,5,0,4,3.42,3914,1.25,0
2023-04-23,2023,4,null,28,28,0,23,null,4183.71,1.22,0
2023-04-23,2023,4,Crisp & Snacks,62,66,0,53,3.38,2658.08,1.25,0
2023-04-23,2023,4,"Toffee, Fudge & Nougat",1,1,0,1,3.19,4220,1,0
2023-04-23,2023,4,"Cheese Crackers, Breadsticks & Dipping",1,1,0,1,2.7,5540,1,0
2023-04-24,2023,4,Other Confectionary,60,60,0,55,4.79,3156.57,1.09,0
2023-04-24,2023,4,Cookies,13,13,0,11,2.14,3895.15,1.18,0
2023-04-24,2023,4,Chocolate,21,21,0,20,2.41,3585.29,1.05,0
2023-04-24,2023,4,Crisp & Snacks,76,93,0,62,3.55,4228.16,1.5,0
2023-04-24,2023,4,Chocolate & Sweet Spreads,3,3,0,3,4.49,4530,1,0
2023-04-24,2023,4,null,31,31,5,27,null,4753,1.15,0.16
2023-04-24,2023,4,"Toffee, Fudge & Nougat",2,2,0,1,3.19,1772,2,0
2023-04-24,2023,4,"Cheese Crackers, Breadsticks & Dipping",2,2,0,2,2.99,3458.5,1,0
2023-04-25,2023,4,"Toffee, Fudge & Nougat",1,1,0,1,2.17,1375,1,0
2023-04-25,2023,4,Chocolate,29,29,0,25,2.19,3151.41,1.16,0
2023-04-25,2023,4,Crisp & Snacks,139,161,0,114,3.03,3674.4,1.41,0
2023-04-25,2023,4,null,60,60,3,46,null,3491.73,1.3,0.05
2023-04-25,2023,4,Cookies,20,20,0,17,2.34,3603.85,1.18,0
2023-04-25,2023,4,Other Confectionary,65,65,0,55,5.19,3691.22,1.18,0
2023-04-25,2023,4,"Cheese Crackers, Breadsticks & Dipping",12,12,0,12,2.84,2599.25,1,0
2023-04-26,2023,4,Other Confectionary,79,79,0,63,5.16,4005.27,1.25,0
2023-04-26,2023,4,Chocolate,31,35,0,29,2.92,3198.06,1.21,0
2023-04-26,2023,4,null,48,53,0,41,null,3855.72,1.29,0
2023-04-26,2023,4,Crisp & Snacks,133,159,0,114,2.89,3400.8,1.39,0
2023-04-26,2023,4,Chocolate & Sweet Spreads,5,5,0,3,4.16,4204.2,1.67,0
2023-04-26,2023,4,"Cheese Crackers, Breadsticks & Dipping",11,12,0,11,2.82,3611.5,1.09,0
2023-04-26,2023,4,Cookies,13,14,0,13,2.11,2004.64,1.08,0
2023-04-26,2023,4,"Toffee, Fudge & Nougat",2,2,0,2,4.19,4959,1,0
2023-04-27,2023,4,null,44,45,7,41,null,3645.33,1.1,0.16
2023-04-27,2023,4,Chocolate,34,39,0,28,2.74,4526.41,1.39,0
2023-04-27,2023,4,Other Confectionary,67,67,0,60,6.53,3986.52,1.12,0
2023-04-27,2023,4,Cookies,11,13,0,11,2.03,4184.62,1.18,0
2023-04-27,2023,4,Crisp & Snacks,105,112,0,94,2.98,3477.1,1.19,0
2023-04-27,2023,4,"Cheese Crackers, Breadsticks & Dipping",14,14,0,13,3.27,2769,1.08,0
2023-04-27,2023,4,"Toffee, Fudge & Nougat",6,6,0,5,3.45,4850.67,1.2,0
2023-04-28,2023,4,Chocolate,41,42,0,37,2.61,4327.9,1.14,0
2023-04-28,2023,4,Other Confectionary,55,55,0,52,5.28,3462.6,1.06,0
2023-04-28,2023,4,Crisp & Snacks,88,100,0,81,3.31,3434.76,1.23,0
2023-04-28,2023,4,"Toffee, Fudge & Nougat",1,1,0,1,6.38,1039,1,0
2023-04-28,2023,4,"Cheese Crackers, Breadsticks & Dipping",5,5,0,5,4.73,3917,1,0
2023-04-28,2023,4,Cookies,8,9,0,8,2.32,4267.33,1.13,0
2023-04-28,2023,4,null,35,36,4,33,null,3929.83,1.09,0.11
2023-04-28,2023,4,Chocolate & Sweet Spreads,2,2,0,2,4.29,7895,1,0
2023-04-29,2023,4,Crisp & Snacks,110,120,0,92,2.86,3220.53,1.3,0
2023-04-29,2023,4,Chocolate,31,32,0,27,2.05,3124.03,1.19,0
2023-04-29,2023,4,null,31,34,11,26,null,4354.21,1.31,0.32
2023-04-29,2023,4,Cookies,19,21,0,19,2.21,3710.29,1.11,0
2023-04-29,2023,4,Other Confectionary,81,81,0,70,4.41,3218.93,1.16,0
2023-04-29,2023,4,Chocolate & Sweet Spreads,9,9,0,8,4.11,2632.56,1.13,0
2023-04-29,2023,4,"Cheese Crackers, Breadsticks & Dipping",9,9,0,7,2.83,2591.67,1.29,0
2023-04-29,2023,4,"Toffee, Fudge & Nougat",2,2,0,2,6.78,4107.5,1,0
2023-04-30,2023,4,Crisp & Snacks,115,141,0,93,3.07,3907.62,1.52,0
2023-04-30,2023,4,Cookies,18,19,0,18,2.53,3246.21,1.06,0
2023-04-30,2023,4,"Cheese Crackers, Breadsticks & Dipping",4,4,0,4,2.56,3881.25,1,0
2023-04-30,2023,4,Other Confectionary,120,120,0,99,5.04,3419.98,1.21,0
2023-04-30,2023,4,Chocolate & Sweet Spreads,9,9,0,8,3.9,1563.56,1.13,0
2023-04-30,2023,4,Chocolate,44,47,0,40,2.09,3210.3,1.18,0
2023-04-30,2023,4,null,44,45,0,34,null,4623,1.32,0
2023-04-30,2023,4,"Toffee, Fudge & Nougat",6,6,0,6,3.68,4343.17,1,0
2023-05-01,2023,5,Other Confectionary,92,92,0,80,4.5,3732.3,1.15,0
2023-05-01,2023,5,"Cheese Crackers, Breadsticks & Dipping",5,5,0,4,2.77,6052.6,1.25,0
2023-05-01,2023,5,Cookies,16,16,0,16,1.8,3164.5,1,0
2023-05-01,2023,5,Crisp & Snacks,103,113,4,87,3.1,3523.11,1.3,0.04
2023-05-01,2023,5,null,36,36,0,32,null,4914.69,1.13,0
2023-05-01,2023,5,Chocolate,48,50,0,41,2.47,3607.98,1.22,0
2023-05-01,2023,5,"Toffee, Fudge & Nougat",4,5,0,3,2.74,2701.2,1.67,0
2023-05-01,2023,5,Chocolate & Sweet Spreads,4,4,0,4,3.08,4812,1,0
2023-05-02,2023,5,null,40,43,0,35,null,4148.91,1.23,0
2023-05-02,2023,5,"Cheese Crackers, Breadsticks & Dipping",20,20,0,16,3.04,4626.8,1.25,0
2023-05-02,2023,5,Crisp & Snacks,140,162,4,117,2.98,3682.81,1.38,0.02
2023-05-02,2023,5,Other Confectionary,52,52,0,44,4.89,4135.17,1.18,0
2023-05-02,2023,5,Cookies,8,10,0,7,1.97,4239.4,1.43,0
2023-05-02,2023,5,Chocolate,25,28,0,17,2.33,3996.82,1.65,0
2023-05-02,2023,5,"Toffee, Fudge & Nougat",3,3,0,2,3.45,6010.33,1.5,0
2023-05-03,2023,5,"Cheese Crackers, Breadsticks & Dipping",17,19,0,16,2.84,3217.58,1.19,0
2023-05-03,2023,5,Cookies,17,19,0,16,2.51,3708.84,1.19,0
2023-05-03,2023,5,Other Confectionary,66,66,0,57,4.93,3842.91,1.16,0
2023-05-03,2023,5,Chocolate,31,35,0,28,2.99,2619.66,1.25,0
2023-05-03,2023,5,Crisp & Snacks,165,189,7,151,2.92,3581.79,1.25,0.04
2023-05-03,2023,5,Chocolate & Sweet Spreads,1,1,0,1,3.65,1160,1,0
2023-05-03,2023,5,"Toffee, Fudge & Nougat",3,3,0,3,2.79,3766.33,1,0
2023-05-03,2023,5,null,49,50,0,46,null,3440.96,1.09,0
2023-05-04,2023,5,Other Confectionary,66,66,0,63,5.39,3405.86,1.05,0
2023-05-04,2023,5,Chocolate,22,23,0,22,2.15,2182.22,1.05,0
2023-05-04,2023,5,"Cheese Crackers, Breadsticks & Dipping",18,18,0,15,2.72,2221.44,1.2,0
2023-05-04,2023,5,Cookies,13,15,0,13,2.17,4078,1.15,0
2023-05-04,2023,5,Crisp & Snacks,163,200,9,122,2.87,3479.28,1.64,0.05
2023-05-04,2023,5,null,53,54,0,39,null,3208.54,1.38,0
2023-05-04,2023,5,"Toffee, Fudge & Nougat",2,2,0,2,2.59,4875,1,0
2023-05-04,2023,5,Chocolate & Sweet Spreads,2,2,0,2,4.29,1166,1,0
2023-05-05,2023,5,"Toffee, Fudge & Nougat",2,2,0,1,2.17,1201,2,0
2023-05-05,2023,5,null,47,48,1,43,null,4109.77,1.12,0.02
2023-05-05,2023,5,"Cheese Crackers, Breadsticks & Dipping",14,15,0,12,2.76,3898.07,1.25,0
2023-05-05,2023,5,Chocolate,32,35,0,32,2.38,3930.31,1.09,0
2023-05-05,2023,5,Crisp & Snacks,164,188,6,140,2.69,3975.86,1.34,0.03
2023-05-05,2023,5,Chocolate & Sweet Spreads,2,2,0,2,3,4178.5,1,0
2023-05-05,2023,5,Other Confectionary,99,99,0,89,5.96,3161.71,1.11,0
2023-05-05,2023,5,Cookies,24,28,0,21,2.23,4421.43,1.33,0
2023-05-06,2023,5,Other Confectionary,85,85,0,79,5.22,3597.32,1.08,0
2023-05-06,2023,5,"Cheese Crackers, Breadsticks & Dipping",5,6,0,5,2.98,2803.33,1.2,0
2023-05-06,2023,5,Cookies,14,15,0,13,2.09,3812.4,1.15,0
2023-05-06,2023,5,null,26,26,0,18,null,3364.23,1.44,0
2023-05-06,2023,5,Crisp & Snacks,91,100,1,68,3.16,4166.2,1.47,0.01
2023-05-06,2023,5,Chocolate,28,30,0,25,2.88,3860.97,1.2,0
2023-05-06,2023,5,Chocolate & Sweet Spreads,2,2,0,2,3.65,1838.5,1,0
2023-05-07,2023,5,Chocolate,25,26,0,24,2.94,2922.5,1.08,0
2023-05-07,2023,5,"Cheese Crackers, Breadsticks & Dipping",4,4,0,4,2.56,5505.25,1,0
2023-05-07,2023,5,null,37,40,0,29,null,3999.55,1.38,0
2023-05-07,2023,5,Cookies,28,29,0,26,1.98,3618.07,1.12,0
2023-05-07,2023,5,Other Confectionary,79,79,0,73,4.68,3019.75,1.08,0
2023-05-07,2023,5,Crisp & Snacks,89,102,0,73,2.89,3236.54,1.4,0
2023-05-07,2023,5,Chocolate & Sweet Spreads,2,2,0,2,3.65,1438,1,0
2023-05-08,2023,5,Chocolate,18,19,2,18,2.41,2519.37,1.06,0.11
2023-05-08,2023,5,Chocolate & Sweet Spreads,5,5,0,5,3.25,1651.8,1,0
2023-05-08,2023,5,Other Confectionary,68,68,0,47,5.23,3103.18,1.45,0
2023-05-08,2023,5,"Toffee, Fudge & Nougat",2,2,0,2,3.19,1584.5,1,0
2023-05-08,2023,5,null,34,34,0,29,null,3924.68,1.17,0
2023-05-08,2023,5,Cookies,16,16,0,13,2.16,3062.75,1.23,0
2023-05-08,2023,5,Crisp & Snacks,88,103,0,78,2.92,3435.01,1.32,0
2023-05-08,2023,5,"Cheese Crackers, Breadsticks & Dipping",10,11,1,10,3.14,1985,1.1,0.09
2023-05-09,2023,5,Other Confectionary,68,68,0,59,4.49,4029.57,1.15,0
2023-05-09,2023,5,Chocolate & Sweet Spreads,2,2,0,2,4.15,3315.5,1,0
2023-05-09,2023,5,Chocolate,28,31,1,24,2.41,4938.81,1.29,0.03
2023-05-09,2023,5,"Toffee, Fudge & Nougat",3,3,0,3,2.05,6415.33,1,0
2023-05-09,2023,5,Cookies,13,14,0,11,2.31,3757.64,1.27,0
2023-05-09,2023,5,"Cheese Crackers, Breadsticks & Dipping",16,16,1,16,3.01,3185.5,1,0.06
2023-05-09,2023,5,null,39,41,0,37,null,2976.59,1.11,0
2023-05-09,2023,5,Crisp & Snacks,159,183,0,142,3.15,3252.68,1.29,0
2023-05-10,2023,5,"Cheese Crackers, Breadsticks & Dipping",12,12,2,12,3.1,3281.83,1,0.17
2023-05-10,2023,5,Cookies,11,14,0,11,2.41,3687.21,1.27,0
2023-05-10,2023,5,null,42,47,0,36,null,3460.47,1.31,0
2023-05-10,2023,5,Other Confectionary,48,48,0,44,5.23,3940.46,1.09,0
2023-05-10,2023,5,Chocolate,27,28,4,25,2.73,4393.68,1.12,0.14
2023-05-10,2023,5,Crisp & Snacks,144,177,0,127,3.1,2965.22,1.39,0
2023-05-10,2023,5,Chocolate & Sweet Spreads,2,2,0,2,3.65,5225,1,0
2023-05-11,2023,5,Other Confectionary,40,40,0,38,4.58,3015.28,1.05,0
2023-05-11,2023,5,Chocolate,22,23,2,21,2.47,3323.22,1.1,0.09
2023-05-11,2023,5,Chocolate & Sweet Spreads,2,2,0,2,4.93,1274.5,1,0
2023-05-11,2023,5,null,47,47,0,42,null,3240.4,1.12,0
2023-05-11,2023,5,Crisp & Snacks,143,166,0,126,2.92,3057.07,1.32,0
2023-05-11,2023,5,"Cheese Crackers, Breadsticks & Dipping",12,12,0,10,2.95,2778.67,1.2,0
2023-05-11,2023,5,Cookies,13,13,0,13,2.33,4671.77,1,0
2023-05-11,2023,5,"Toffee, Fudge & Nougat",1,1,0,1,3.19,1896,1,0
2023-05-12,2023,5,Chocolate & Sweet Spreads,2,2,0,2,3.65,2925,1,0
2023-05-12,2023,5,Chocolate,37,37,1,32,2.09,3235.89,1.16,0.03
2023-05-12,2023,5,null,25,25,0,22,null,2840.24,1.14,0
2023-05-12,2023,5,Crisp & Snacks,98,111,0,77,2.86,3005.38,1.44,0
2023-05-12,2023,5,Cookies,19,19,0,14,2.43,3195,1.36,0
2023-05-12,2023,5,Other Confectionary,74,74,0,69,5.04,3400.32,1.07,0
2023-05-12,2023,5,"Cheese Crackers, Breadsticks & Dipping",3,3,0,3,2.9,3823.67,1,0
2023-05-12,2023,5,"Toffee, Fudge & Nougat",3,3,0,1,3.19,1452,3,0
